144,42,62,33
48,452,32,43
155,154,32,67
45,16,37,44
160,203,60,58
129,195,61,38
109,447,59,41
154,141,48,50
54,236,55,32
109,283,41,38
6,376,34,30
138,426,40,54
176,337,65,48
53,249,34,59
116,78,46,31
50,472,67,34
15,198,66,44
26,157,57,51
48,45,31,33
174,420,68,51
144,445,44,40
157,232,53,69
87,125,30,55
75,195,45,53
156,128,65,57
124,166,66,34
53,269,64,67
155,420,48,62
156,181,59,59
81,71,30,55
102,233,39,54
152,194,45,50
60,100,61,44
48,298,67,54
29,244,39,30
50,15,68,42
160,68,47,70
79,428,46,48
86,31,43,46
168,284,62,41
81,45,67,53
84,188,42,37
83,144,70,63
139,364,68,50
84,165,46,56
128,129,47,42
140,356,43,58
143,462,60,45
100,47,50,57
64,300,64,44
21,136,56,37
108,458,38,40
23,167,45,64
40,57,69,49
176,353,42,61
77,448,68,53
45,176,48,67
83,36,59,55
134,89,69,32
53,38,54,30
171,391,49,46
68,325,53,50
143,37,34,70
139,443,48,68
79,163,61,48
176,60,38,48
129,90,53,47
67,172,35,34
99,241,37,68
65,100,48,47
156,169,47,58
120,155,46,37
130,114,47,39
57,94,46,53
107,112,46,45
48,120,58,62
146,319,33,37
168,242,64,35
91,178,56,43
139,48,67,46
125,182,56,66
135,359,66,35
95,46,61,67
138,70,42,64
109,138,51,70
42,223,63,64
83,104,45,57
167,254,37,42
157,107,70,49
156,266,37,43
71,278,39,32
113,222,48,60
141,312,56,59
74,73,38,44
112,358,56,56
158,163,38,61
125,124,57,65
174,55,65,36
85,82,58,62
48,165,56,34
160,139,64,64
9,177,64,59
53,263,65,41
139,343,36,31
104,145,37,46
119,48,43,60
175,311,63,66
155,112,31,57
114,83,40,52
88,253,48,42
101,103,67,69
121,191,55,42
113,456,39,51
126,390,50,33
102,301,50,49
36,184,90,69
52,55,77,68
106,365,70,69
56,98,71,71
31,249,86,79
64,128,72,68
97,187,85,64
18,315,82,84
50,441,75,65
127,72,60,81
125,113,86,78
51,354,83,76
37,307,90,87
132,155,78,62
77,148,87,90
80,25,73,88
47,332,80,76
111,187,66,79
92,409,75,85
116,111,70,70
108,424,89,81
47,367,74,68
180,139,65,89
57,60,65,70
148,247,72,65
155,116,88,65
50,146,76,68
182,158,77,64
165,440,61,82
122,198,78,68
112,470,71,80
50,275,73,61
133,176,73,72
9,410,79,62
52,368,81,77
117,250,71,86
40,147,78,64
91,164,74,60
168,143,85,88
33,157,80,72
112,397,69,66
45,158,67,85
28,306,64,85
152,192,64,81
145,184,71,62
128,97,82,87
43,102,81,81
78,79,80,87
108,434,66,71
134,338,69,65
120,432,85,82
71,52,90,61
154,370,87,87
20,16,78,65
24,108,75,81
20,198,68,81
21,184,64,67
88,354,78,63
168,131,70,77
34,224,69,67
141,294,68,64
131,318,72,66
49,466,88,73
116,257,86,75
141,142,60,77
49,416,86,64
123,187,80,71
27,365,64,65
27,224,89,88
87,156,73,87
167,379,83,61
51,10,89,87
122,35,60,76
84,75,90,72
54,92,86,90
66,275,67,83
56,410,72,73
143,90,81,90
84,34,85,72
140,261,62,70
92,230,69,73
96,350,72,64
8,171,87,74
100,46,82,87
64,253,81,70
107,472,88,82
90,349,63,60
44,263,70,62
87,403,65,74
53,461,87,75
112,181,89,70
9,423,70,84
18,391,75,72
75,260,89,90
172,88,73,69
137,98,86,87
100,338,75,66
6,313,87,68
66,59,69,73
13,344,60,61
8,196,82,83
63,49,74,63
29,108,68,85
96,241,89,80
97,23,83,84
96,177,87,67
162,130,72,87
168,416,68,66
156,238,62,88
171,152,74,74
111,385,71,70
148,169,85,77
51,291,60,88
156,156,76,62
92,40,62,62
144,299,82,61
164,224,63,64
177,89,79,82
181,410,65,72
38,103,80,82
142,102,67,84
79,255,86,75
112,20,90,61
39,264,73,87
151,445,61,71
115,61,73,67
154,430,78,84
172,94,66,62
120,67,71,70
37,285,76,70
107,391,81,82
85,24,63,88
54,416,62,74
22,365,85,83
70,347,86,80
63,138,78,86
190,469,65,73
156,303,63,68
91,424,71,74
132,430,77,64
136,253,73,61
84,448,78,78
135,185,74,81
91,242,76,62
93,355,87,61
7,299,82,78
64,217,78,84
162,133,76,72
108,168,90,75
40,446,62,69
56,66,85,88
165,287,81,87
128,110,77,76
151,328,80,70
48,349,68,88
182,407,83,77
136,289,62,67
101,463,65,88
149,319,72,85
163,348,86,78
6,139,87,72
183,191,85,76
155,367,78,80
40,349,69,62
107,153,73,71
118,326,78,61
120,320,84,85
121,83,86,63
120,174,76,87
174,175,66,85
15,388,61,64
75,113,66,83
120,269,71,72
184,417,65,72
132,94,62,63
14,328,66,64
160,392,72,75
175,229,66,76
116,110,67,85
69,175,77,90
10,293,71,73
53,175,84,81
93,196,76,80
85,141,77,76
15,437,66,72
131,176,90,62
99,115,86,83
115,386,74,71
65,260,69,61
24,79,87,69
140,306,83,89
108,234,62,74
176,421,66,90
120,474,67,75
45,391,83,87
160,297,76,60
98,412,79,80
172,263,86,60
119,336,72,72
103,4,88,67
156,233,90,89
170,232,69,63
152,333,74,77
88,245,80,84
120,373,90,72
108,318,82,62
136,159,89,66
36,452,71,83
60,125,65,79
133,431,77,85
28,160,69,76
127,24,86,78
15,375,75,65
101,279,71,85
15,431,86,82
88,53,67,80
54,377,76,80
80,420,70,83
120,51,69,67
51,450,61,72
109,397,60,60
191,374,69,72
56,456,65,90
40,197,87,66
56,13,89,72
83,245,77,64
51,281,90,72
66,165,88,75
133,411,74,66
115,474,87,87
49,439,74,88
80,390,82,73
99,91,70,90
143,239,71,73
147,171,72,61
103,238,60,62
80,75,65,71
170,363,89,75
175,305,81,86
8,257,63,67
168,133,82,62
111,95,79,81
108,286,70,76
142,149,73,85
43,144,88,89
81,169,83,87
118,356,61,63
49,231,80,87
168,351,80,63
124,298,78,77
136,64,74,72
139,92,86,83
32,167,70,90
165,268,62,88
36,38,87,90
21,191,76,64
35,351,86,66
60,345,81,75
174,197,77,89
157,312,74,68
175,375,83,88
162,318,65,76
25,183,67,60
59,379,63,68
4,333,70,67
80,112,77,90
195,364,79,87
85,199,36,40
119,79,30,47
103,72,35,36
156,448,38,31
140,150,30,52
72,101,43,51
174,160,34,32
171,146,34,31
133,206,39,58
60,472,46,50
117,64,39,59
76,252,53,59
173,121,54,42
85,424,52,39
190,202,54,59
140,461,37,52
105,286,31,50
157,24,37,55
136,83,39,38
40,129,60,30
98,450,49,32
103,183,33,41
124,222,45,39
101,256,36,36
39,238,33,36
88,278,37,53
141,162,47,60
95,167,35,59
184,192,37,30
80,177,51,33
143,175,35,56
104,274,57,47
91,457,45,37
23,399,45,60
175,185,53,51
62,239,54,49
143,316,40,34
84,101,44,44
122,196,52,44
158,86,32,48
143,423,47,52
155,269,44,47
184,424,44,54
125,272,56,37
152,221,51,52
102,127,56,34
62,456,37,44
45,245,45,40
154,205,42,58
145,180,35,60
61,178,41,31
46,130,33,58
77,161,41,49
144,43,46,55
169,136,60,49
163,240,46,55
51,232,33,31
52,184,32,57
175,172,40,55
151,191,31,31
141,136,48,46
130,349,47,34
139,469,36,33
171,366,53,59
84,367,30,59
100,166,42,30
102,422,52,48
96,148,41,52
160,108,55,43
120,233,45,45
95,342,60,57
124,186,50,50
122,118,35,46
173,131,47,60
97,128,41,47
117,129,41,41
164,325,33,50
69,117,46,54
13,395,51,31
156,333,56,55
71,253,48,38
61,162,36,46
173,54,43,49
184,417,35,38
122,130,32,39
88,79,59,47
160,257,50,31
94,192,57,52
148,113,48,57
153,299,33,39
160,456,50,44
28,42,45,43
130,197,49,37
75,229,42,34
115,459,51,53
61,247,56,30
127,231,36,51
163,60,34,33
171,113,39,56
87,152,34,41
152,231,36,42
12,402,48,58
156,192,53,42
54,66,33,50
59,79,35,53
117,148,45,39
168,222,30,33
115,55,42,53
160,213,44,46
126,61,34,41
66,254,36,55
24,93,44,49
100,445,31,33
103,281,31,39
46,324,37,36
116,36,36,34
140,122,45,33
139,18,33,59
108,25,57,35
168,451,39,59
21,193,59,36
174,136,48,34
56,166,53,32
55,471,51,56
85,446,59,50
97,424,58,40
